94	Which band sings the 1973 song "Stuck in the Middle with You"?
95	Who sings the lead vocals in the 1973 song "Stuck in the Middle with You"?
96	Who sings harmony in the 1973 song "Stuck in the Middle with You"?
97	Who sings the 2004 song "Stuck in the  Middle"?
98	Who sings the theme song for the TV show Stuck in the Middle?
99	How many grammy awards does whitney houston have?
100	How many competitive Grammy Awards does Whitney Houston have?
101	How many Grammy Hall of Fame Awards does Whitney Houston have?
102	How many total Grammy Awards does Whitney Houston have?
103	When was crude oil first discovered in nigeria?
104	When was non-commercial amounts of crude oil first discovered in nigeria?
105	When was commerical amounts of crude oil first discovered in nigeria?
106	When was the first fast and furious film made?
107	When was the first Fast and Furious film created?|When was the first movie in The Fast Saga series filmed?
108	When was the first fast and furious film released?|When was the first of the fast and the furious films released?
109	Who sang the song i'm coming out?
110	Who originally sang "I'm Coming Out"?
111	Who sang an official 2003 cover of "I'm Coming Out"?
112	When is episode 113 of dragon ball super coming out?
113	When is episode 113 of dragon ball super coming out for its original airdate?
114	When is episode 113 of dragon ball super coming out for its american airdate?
115	When is episode 113 of dragon ball super coming out originally?
116	When is episode 113 of dragon ball super coming out in America?
117	Who wrote the book of 1 and 2 thessalonians?
118	Who is traditionally said to have written 2 Thessalonians?
119	Who do many modern scholars argue wrote 2 Thessalonians?
120	Who do most scholars say wrote 1 Thessalonians?
121	When is fortnite battle royale being released on android?
122	When is fortnite battle royale beta version being released on android for samsung devices exclusively?
123	When is fortnite battle royale beta version being released on android for non-Samsung devices?
124	When is fortnite battle royale being released on android to all without an invite?
125	How many medals did australia win in the 2000 olympics?
126	How many gold medals did Australia win in the 200 Olympics?
127	How many silver medals did Australia win in the 2000 Olympics?
128	How many bronze medals did Australia win in the 2000 Olympics?
129	How many total medals did Australia win in the 2000 Olympics?
130	Who is elected as the vice president of india?
131	Who is elected as the vice president of india in 2017?
132	Who is elected as the vice president of india in 2012?
133	Who is elected as the vice president of india in 2007?
134	Who was elected as the Vice President of India in 2017?
135	Who was elected as the Vice President of India in 2007 and 2012?
136	Who was elected as the Vice President of India in 2002?
137	Who was england's prime minister during ww1?
138	Who was england's prime minister at the start of ww1?
139	Who was england's prime minister at the end of ww1?
140	Who was England's prime minister at the beginning of WWI?
141	Who was England's prime minister at the end of WWI?
142	Who plays snowman in smokey and the bandit?
143	Who played Snowman in the original Smokey and the Bandit?
144	Who played Snowman in the Smokey and the Bandit II?
145	Who played Snowman in the Smokey and the Bandit Part 3?
146	Who beat villanova last year in the ncaa tournament?
147	Who beat villanova in 2017 in the ncaa tournament?
148	Who beat villanova in 2015 in the ncaa tournament?
149	Who beat villanova in 2014 in the ncaa tournament?
150	Who beat villanova last year in the 2017 ncaa tournament?
151	Who beat villanova last year in the 2015 ncaa tournament?
152	Who beat last year in the 2014 ncaa tournament?
153	Who has scored most goals in international football?
154	Who has scored most goals in international football as men?
155	Who has scored most goals in international football as women?
156	When was the 13th amendment ratified by the states?
157	When was the 13th amendment ratified by the required number of states?
158	When was the 13th amendment ratified by the first group of states?
159	Who is hosting the next world cup 2022?
160	Who is hosting the next men's FIFA world cup in 2022?
161	Where will the next Rugby World Cup Sevens take place in 2022?
162	Who played warden hodges in dad's army?
163	Who played warden hodges in the original dad's army tv show, radio show, and film?
164	Who played warden hodges in the 2016 film dad's army?
165	Who played warden hodges in the sitcom dad's army?
166	Who played warden hodges in the 2016 film dad's army?
167	Who played warden hodges in the 1971 film dad's army?
168	Who's the highest paid nba player 2017?
169	Who's the highest paid NBA player in the 2017-2018 season?
170	Who's the highest paid NBA player in the 2016-2017 season?
171	Who's the highest paid NBA player in the 2017-2018 season?
172	Who's the highest paid NBA player in the 2016-2017 season?
173	Who conducted a 300 mile march to sacramento california?
174	Who is the individual that was the leader of a 300 mile march to sacramento california?
175	Who is the group that organized a strike and 300 mile march to sacramento california?
176	Who does the voice of darth vader in star wars?
177	Who voices Darth Vader in Star Wars Episodes III-VI, IX Rogue One, and Rebels?
178	Who voices Darth Vader in the Star Wars radio drama?
179	Who voices Darth Vader's vocal effects in Star Wars?
180	Who lived to be the oldest person in the world?
181	Who do some say lived to be the oldest person in the world?
182	Who lived to be the oldest person in the world whose age is undisputed?
183	Who lived to be the oldest person in the world as of 1997?
184	Who lived to be the oldest person in the world as of 1986?
185	Who lived to be the oldest person in the world as of 1985?
186	When does the 12th day of christmas begin?
187	When does the 12th day of christmas begin for Eastern Christianity?
188	When does the 12th day of christmas begin according to the commercial calendar?
189	When does the 12th day of christmas begin in most Western ecclesiastical traditions?
190	When does the 12 days of christmas begin?
191	When does the final and 12th day of christmas begin?
192	When did alabama became a right to work state?
193	When did alabama became a right to work state by adopting statutes?
194	When did alabama became a right to work state by constitutional provision?
195	Who sings i'll be seeing you in the notebook?
196	Who sings "I'll Be Seeing You" in the movie The Notebook?
197	Who sings a version of "I'll Be Seeing You" in The Notebook?
198	Who sings the version of "I'll Be Seeing You" that is heard second in The Notebook?
199	Who sings the version of "I'll Be Seeing You that is heard first in The Notebook?
200	Who wrote the book of the new testament?
201	What religious group wrote most of the New Testament?
202	Who wrote part of the New Testament and is generally thought *not* to be a Jewish Christian?
203	Who wrote the gospels of the New Testament?
204	Who wrote the Pauline epistles of the New Testament?
205	Who wrote the Epistle of James in the New Testament?
206	Who wrote the First Epistle of Peter?
207	The repetition of phrases or sentences with similar structures or meanings is called?
208	The repetition of phrases or sentences with similar structures is called?
209	The repetition of phrases or sentences with similar meanings is called?
210	When was the last time the cubs won the world series before 2016?
211	What was the last world series the cubs won before 2016?
212	What date was the last time the cubs won the world series before 2016?
213	Who plays the superintendent in doctor blake mysteries?
214	Who plays chief superintendent Matthew Lawson on Doctor Blake Mysteries?
215	Who plays chief superintendent William Munro on Doctor Blake Mysteries?
216	Who plays chief superintendent Matthew Frank Carlyle on Doctor Blake Mysteries?
217	Who said it is a tale told by an idiot full of sound and fury?
218	What play has the line it is a tale told by an idiot full of sound and fury?
219	What character said it is a tale told by an idiot full of sound and fury?
220	What play has the line "it is a tale told by an idiot full of sound and fury"?
221	What character said "it is a tale told by an idiot full of sound and fury"?
222	Where does 10 things i hate about you take place?
223	Where does the movie 10 Things I Hate About You take place?
224	Where was the movie 10 Things I Hate About You filmed?
225	Who is opening for shania twain in ottawa?
226	Who is opening for shania twain in ottawa on the Rock This Country Tour?
227	Who is opening for shania twain in ottawa on the Up! Tour?
228	Who is opening for shania twain in ottawa on the Now Tour?
229	Who is opening for shania twain in ottawa on the Come On Over Tour?
230	When does last chance u season 3 take place?
231	When does airing of last chance u season 3 airing start to take place?
232	When does the football season for last chance u season 3 take place?
233	When did the games of Last Chance U season 3 take place?
234	When did the episodes of Last Chance U season 3 begin airing?
235	What's the most points scored in an nba game?
236	What's the most points scored in an nba game by combined team?
237	What's the most points scored in an nba game by a single team?
238	What's the most points scored in an nba game by an individual?
239	What is the highest amount of points scored by a single team in regular season NBA games?
240	What is the highest amount of points scored by a single team in regular season games in regulation?
241	What is the highest amount of points scored by a single team in playoff games?
242	What do you use to test for lipids?
243	What do you use to test lipids for abnormalities?
244	What method do you use to test for the presence of lipids?
245	What do you use to test for lipids in food?
246	What do you use to test for lipids in the body?
247	Who wrote give me a home among the gum trees?
248	Who co-wrote give me a home among the gum trees and also goes by the name Captain Rock?
249	Who co-wrote give me a home among the gum trees and passed in 1995?
250	Who sang to the window to the wall?
251	Who recorded "Get Low" (which has lyrics saying "to the window, to the wall")?
252	Who was featured on Lil Jon & the East Side Boyz' recording of "Get Low" (which has lyrics saying "to the window, to the wall")?
253	Who played zordon in the original power rangers?
254	Who played Zordon in the earlier episodes of the original power rangers TV series?
255	Who played Zordon in the later episodes of the original power rangers TV series?
256	Who played Zordon in the original power rangers movie?
257	When did construction start on the sydney harbour bridge?
258	When did construction officially start on the sydney harbour bridge?
259	When did construction of the Arch start on the sydney harbour bridge?
260	Who were the original twins in everybody loves raymond?
261	Which characters were the original twins in everybody loves raymond?
262	Which actors were the original twins in everybody loves raymond?
263	Who was the greatest warrior for the trojans?
264	What was the name of the greatest warrior for the trojans?
265	What was the position of the greatest warrior for the trojans?
266	Who is the current sheriff of maricopa county arizona?
267	Who is the sheriff of Maricopa County, Arizona from 1989-93?
268	Who is the sheriff of Maricopa County, Arizona from 1993-2017?
269	Who is the sheriff of Maricopa County, Arizona from 2017-present?
270	Who is the current sheriff of maricopa county arizona since 2017?
271	Who is the sheriff of maricopa county arizona, from 1993-2017?
272	Who is the sheriff of maricopa county arizona, from 1989-1993?
273	Japanese hotel run by same family for 1300 years?
274	Japanese hotel run by same family for 1300 years in Komatsu?
275	Japanese hotel run by same family for 1300 years in Hayakawa?
276	When did the us enter the second world war in europe?
277	When did the US start funding/supplying the second World War in Europe?
278	With the signing of what legislation did the US start funding/supplying the second World War in Europe?
279	When did Roosevelt publicly confirm the "shoot on sight" order, effectively entering the US in the second world war in Europe?
280	When did the US officially enter the second world war in europe?
281	Upon what event did the US officially enter the second world war in europe?
282	Who wrote brown eyes by destiny's child?
283	Who from Texas wrote brown eyes by destiny's child?
284	Who from Brazil wrote brown eyes by destiny's child?
285	What is the flower of the dead in spanish?
286	What is the flower of the dead translated in spanish?
287	What flower is celebrated as the flower of the dead in Mexico?
288	Who do you play as in resident evil 7?
289	Who do you play as in the main game of Resident Evil 7?
290	Who do you play as in Resident Evil 7's downloadable content scenario "Not a Hero"?
291	Who do you play as in Resident Evil 7's downloadable content scenario "End of Zoe"?
292	Who serves as the president of the senate in the texas legislature?
293	Who serves as the president of the senate in the texas legislature in general?
294	Who serves as the president of the senate in the texas legislature from 2015 to 2020?
295	Who serves as the president of the senate in the texas legislature from 2003 to 2015?
296	Who serves as the president of the senate in the texas legislature from 2000 to 2003?
297	Who opened the gate in the prison walking dead?
298	From the viewer's persepctive, who opened the gate to the prison, at the beginning of the walking dead's "Killer Within" episode?
299	Who is the character that is discovered to have opened the gate in the prison walking dead?
300	Who is the actor that is discovered to have opened the gate in the prison walking dead?
301	Who owns green and black's organic chocolate?
302	Who owns green and black's organic chocolate in 2017?
303	Who owns green and black's organic chocolate in 2005?
304	Who owns green and black's organic chocolate in 1991?
305	Who first owned green and black's organic chocolate?
306	Who bought and owned green and black's organic chocolate in 2005?
307	Who owns green and black's organic chocolate after buying it from Cadbury?
308	Which political party is currently in power in ireland?
309	Which political party is currently in power in ireland's Dáil Éireann from 2011 to 2016?
310	Which political party is currently in power in ireland's Dáil Éireann from 2016 to 2020?
311	Which political party is currently in power in ireland's presidency from 2011 to 2018?
312	Which political party is currently in power in ireland's presidency from 2004 to 2011?
313	Which political party is currently in power in ireland's presidency from 1997 to 2004?
314	Which political party is currently in power in ireland's Dáil Éireann from 2007 to 2011?
315	Where is the minnehaha academy located in minneapolis?
316	Where is the upper school of the Minnehana Academy in Minneapolis?
317	Where is the middle and lower school of the Minnehana Academy in Minneapolis?
318	Who was drafted first in the 2017 nfl draft?
319	Who was drafted first in the 2017 nfl draft as player?
320	Who was the team that drafted first in the 2017 nfl draft?
321	Who was the college that drafted first in the 2017 nfl draft?
322	Who was the conference that drafted first in the 2017 nfl draft?
323	Who wins at the end of friday night lights?
324	Who wins at the end of friday night lights film?|Who wins at the end of friday night lights book?
325	Who wins at the end of friday night lights season 5?
326	What is the name of bangalore city railway station?
327	What is the new name of bangalore city railway station?
328	What is the original name of bangalore city railway station?
329	Who's won the most world series in baseball?
330	Who's the team that has won the most total world series in baseball?
331	Who's the team that has won the most consecutive world series in baseball?
332	Who's the player that has won the most world series in baseball?
333	Who's the manager that has won the most world series in baseball?
334	Who's won the most world series in baseball as a player and coach combined?
335	Who plays eun jae in hello my twenties?
336	Who plays adult Eun Jae in hello my twenties series 1?
337	Who plays young Eun Jae in hello my twenties series 1?
338	Who plays Eun Jae in hello my twenties series 2?
339	Who plays the white queen in alice through the looking glass?
340	Who plays the young White Queen in the movie Alice: Through the Looking Glass?
341	Who plays the adult White Queen in the movie Alice: Through the Looking Glass?
342	Who is the author of delta of venus?
343	Who wrote Delta of Venus (book)?
344	Who wrote Delta of Venus (movie)?
345	Who is the author character in the movie Delta of Venus?
346	Who plays the author character in the movie Delta of Venus?
347	What led to the downfall of the incan empire?
348	What was the overall thing that led to the downfall of the incan empire?
349	What specific thing led to the downfall of the Incan empire?
350	What was the most devastating factor that led to the downfall of the incan empire?
351	What was the first epidemic leading to the downfall of the incan empire?
352	What foreign power shift helped lead to the downfall of the incan empire?
353	When did the teenage mutant ninja turtles cartoon come out?
354	When did the first animated Teenage Mutant Ninja Turtles cartoon series come out?
355	When did the second teenage mutant ninja turtles animated cartoon series come out?
356	When did the 3D rendered computer animated Teenage Mutant Ninja Turtles cartoon series come out?
357	What material is captain america's shield made out of?
358	What material is Captain Americas shield made out of mostly?
359	What are all the materials Captain America's shield  ismade out of?
360	In the dream of the rood what is the rood eventually drenched in?
361	In section one of the dream of the rood what is the rood eventually drenched in beyond the gems?
362	In section two of the dream of the rood what is the rood eventually drenched in?
363	In section one of the dream of the rood what precious items is the rood drenched in?
364	When did the seljuk empire begin and end?
365	When did the Seljuk Empire begin?
366	When did the Seljuk Empire end?
367	When did the seljuk empire begin?
368	When did the seljuk empire end?
369	Why did the st louis cardinals move to arizona?
370	What ability caused the st louis cardinals move to arizona?
371	What physical issue caused the st louis cardinals move to arizona?
372	What fan issue caused the st louis cardinals move to arizona?
373	Who played the baby in baby's day out?
374	Who played the baby in baby's day out as cast?
375	Who played the baby in baby's day out as stunt double?
376	Who played the baby's stunt double in Baby's Day Out?
377	What actors played the baby in Baby's Day Out?
378	Who sang still crazy after all these years?
379	Who originally sang still crazy after all these years?
380	Who sang still crazy after all these years in 2000?
381	Who sang still crazy after all these years in 1996?
382	Who sang still crazy after all these years in 1993?
383	Where did they film the movie in the heat of the night?
384	Where did they film most of the movie in the heat of the night?
385	Where in Tennesse did they film part of the movie in the heat of the night?
386	Where did they film the chase scene in the movie in the heat of the night?
387	Where did they film the Compton's diner scenes in the movie in the heat of the night?
388	Who sings you've got a friend in me in toy story 2?
389	Which character sings you've got a friend in me in toy story 2 during Woody's Roundup?
390	Which actor sings you've got a friend in me in the English toy story 2 during Woody's Roundup?
391	Which character sings you've got a friend in me in toy story 2, not during Woody's Roundup?
392	Which actor sings you've got a friend in me in the English toy story 2, not during Woody's Roundup?
393	Which actor sings you've got a friend in me in the Spanish toy story 2?
394	When does the champions league group stage start?
395	When does the 2017-2018 champions league group stage start?
396	When does the 2016-2017 champions league group stage start?
397	When does the 2015-2016 champions league group stage start?
398	When did the 2017-18 UEFA Champions League group stage start?
399	When did the 2016-17 UEFA Champions League group stage start?
400	When did the 2015-16 UEFA Champions League group stage start?
401	Where did blair and serena go to school?
402	Where did Blair and Serena from Gossip Girl go to high school?
403	Where did Blair from Gossip Girl go to college?
404	Where did Serena from Gossip Girl go to college?
405	What  was the name of where blair and serena go to school?
406	What city did blair and serena go to school?
407	When did us currency leave the gold standard?
408	When did the US go off the gold standard, but still allowed foreign governments to trade gold for dollars?
409	When did the US completely sever any link to the gold standard?
410	As blues moved into chicago's south side what style of blues developed?
411	As the blues moved into Chicago's South Side what style of blues developed?
412	As blues moved into Chicago's South Side what style of blues developed that was influenced by Chicago blues?
413	The movement of food in food pipe is called?
414	What is the mechanical action that moves food into the esophagus?
415	What is the autonomic function that moves food from the esophagus to the stomach?
416	Who developed a useful staining method to identify bacteria?
417	How could the person be described who developed a staining method that could be used to identify bacteria?
418	Which Danish bacteriologist developed a useful staining method to identify bacteria?|What is the name of the person who developed a staining method to identify bacteria?|Which Danish bacteriologist developed a useful staining method to identify bacteria in two large groups?
419	Who developed a useful staining method to identify acid-fast organisms?
420	What is the solid part of earth called?
421	What is the solid inner part of the earth called?
422	What is the solid, outer part of the earth called?
423	What is the solid part of the earth called, that was once liquid?
424	When did the lion king debut on broadway?
425	When did The Lion King preview premier on Broadway?
426	When did The Lion King officially open on Broadway?
427	Where did italy win the world cup in 2006?
428	Where is the stadium did italy win the world cup in 2006?
429	Where is the location did italy win the world cup in 2006?
430	In what location was the 2006 FIFA World Cup Final?
431	In what stadium was the 2006 FIFA World Cup Final?
432	Who wrote the first five books of moses?
433	Who is listed as the author of the first five books of Moses?
434	Who is accepted to be the author of the first five books of Moses?
435	In the 1700s, who became considered to be the author of the first five books of Moses?
436	Who does Wellhausen believe is a redactor of the first five books of Moses?
437	Who won the final hoh big brother 20?
438	Who won the Final HoH in the American reality show Big Brother 20?
439	Who won the final vote in the British reality show Celebrity Big Brother 20?
440	Who won the battle of philippi civil war?
441	Who was the side that won the battle of philippi civil war?
442	Who was the general that won and gained overnight fame at the battle of philippi civil war?
443	Who were the leaders in addition to McClellan that won the battle of philippi civil war?
444	Who were the units that won the battle of philippi civil war?
445	When does spring break start in the us?
446	When does spring break occur in the US?
447	When does spring break typically start in the states of Massachusetts and Maine?
448	When did the ancient chinese civilization begin and end?
449	When year did the ancient chinese civilization begin?
450	When year did the ancient chinese civilization end?
451	During what dynasty did the ancient chinese civilization begin?
452	During what period did the ancient chinese civilization end?
453	Who played the father in leave it to beaver?
454	Who played the father of Wally and Beaver in leave it to beaver?
455	Who played the father of Eddie in leave it to beaver?
456	Who played the father of Clarence in leave it to beaver?
457	Who played the father of Linda in leave it to beaver?
458	When was the last perfect game thrown in baseball?
459	When was the last perfect game thrown in baseball by a RHP?
460	When was the last perfect game thrown in baseball by a LHP?
461	What did king john do to kenilworth castle?
462	What did King John build on Kenilworth Castle?
463	What did King John do to Kenilworth Castle in the area of water?
464	Who is the girl in zz top legs video?
465	Who is the salesgirl in zz top legs video?
466	Who are the Eliminator girls in zz top legs video?
467	Who wrote the lyrics to in the ghetto?
468	Who wrote the lyrics to Elvis's song "In the Ghetto"?
469	Who wrote the lyrics to Busta Rhymes's song "In the Ghetto"?
470	Who inspired the title of a raisin in the sun?
471	Who is the writer whose work inspired the title of a raisin in the sun?
472	What is the work that inspired the title of a raisin in the sun?
473	Who from Harlem/A Dream Deferred inspired the title of a raisin in the sun?
474	Who died in the book into thin air?
475	Who died on the Mountain Madness expedition in the book "Into Thin Air"?
476	Who died on the Adventure consultants expedition in the book "Into Thin Air"?
477	Who on the Indo-Tibetan Border Police died in the book "Into Thin Air"?
478	Who plays football on new years day 2018?
479	Who plays football on new years day 2018 at Peach Bowl?
480	Who plays football on new years day 2018 at Rose Bowl?
481	Who plays football on new years day 2018 at Sugar bowl?
482	When does the new royal liverpool hospital open?
483	When does the new royal liverpool hospital open before redevelopment?
484	When does the new royal liverpool hospital open after redevelopment?
485	Who played matt brody on the original baywatch?
486	Who played Matt Brody on the original Baywatch TV show?
487	Who played Matt Brody in the original Baywatch movie?
488	How long is a rainbow six siege game?
489	How long does a casual match last in Rainbow Six Siege?
490	How long does a ranked match last in Rainbow Six Siege?
491	Where is the rogers cup held in montreal?
492	Where is the rogers cup held in montreal in 1981?
493	Where is the rogers cup held in montreal beginning in 1996?
494	Where is three billboards outside of ebbing missouri filmed?
495	Where is three billboards outside of ebbing missouri principally filmed?
496	Where is three billboards outside of ebbing missouri filmed for the billboard scenes?
497	Who played cowboy curtis on pee wee herman?
498	Who played Cowboy Curtis on The Pee-wee Herman Show 2010 revival?
499	Who played Cowboy Curtis on Pee-Wee's Playhouse?
500	When can a player be substituted in soccer?
501	When exactly in the course of a game can a player be substituted in soccer?
502	In most matches, when can a player be substituted in soccer in terms of frequency?
503	Who was the president of indian national congress when india became free?
504	Who was the president of indian national congress when india became free due to the Indian Independence Act 1947 being passed?
505	Who was the president of indian national congress when india became free due to the Constitution of India taking effect?
506	Who wrote a romance called le morte d'arthur about the death of king arthur?
507	Who is widely accepted as the author of a romance called le morte d'arthur about the death of king arthur?
508	How does the author of a romance called le morte d'arthur about the death of king arthur reference himself in his work?
509	According to the original publisher, who wrote a romance called le morte d'arthur about the death of king arthur?
510	Who plays the voice of darth vader in star wars?
511	Who plays the voice of darth vader in star wars Episodes III–VI, IX, and Rebels?
512	Who plays the voice of darth vader in star wars for vocal effects?
513	Who plays the voice of darth vader in the star wars radio series?
514	Who plays the voice of darth vader in star wars Episodes III–VI, IX, Rogue One, Rebels?
515	Who plays the vocal effect of darth vader in star wars?
516	Who plays the voice of darth vader in star wars radio drama?
517	Beatles do you want to know a secret singer?
518	Beatles do you want to know a secret lead vocals singer?
519	Beatles do you want to know a secret backing vocals singer?
520	What is the statue in piccadilly circus called?
521	What is the statue in piccadilly circus correctly called?
522	What is the statue in piccadilly mistakenly called?
523	What is the name of the large structure in Piccadilly Circus that contains the statue?
524	What is the name of the statue portion of Shaftesbury Memorial Fountain?
525	What is a set of kettledrums in an orchestra called?
526	What is a set of kettledrums in an orchestra called in modern English?
527	What is a set of kettledrums in an orchestra called in older English texts?
528	Who is the administrator of the small business administration?
529	Who is the administrator of the small business administration from 2017 to 2019?
530	Who is the administrator of the small business administration from January 2017 to February 2017?
531	Who is the administrator of the small business administration from 2014 to 2017?
532	Who is the administrator of the small business administration, starting on Feburary 14, 2017?
533	Who is the administrator of the small business administration, starting on January 20, 2017?
534	Who is the administrator of the small business administration, starting on April 7, 2014?
535	How much did the deepwater horizon oil spill cost bp?
536	How much did the deepwater horizon oil spill cost bp in fines and other payments?
537	As of 2018, how much total did the deepwater horizon oil spill cost bp?
538	How much did the deepwater horizon oil spill cost bp in fines after a September 2014 ruling?
539	How much did the deepwater horizon oil spill cost BP in cleanup costs?
540	How much did the deepwater horizon oil spill cost BP in fines?
541	When was the first piece of music made?
542	When was the first piece of nonwritten music made?
543	When was the first piece of written music made?
544	Who wrote the song forever and ever amen?
545	Who from Mississippi wrote the song forever and ever amen?
546	Who from North Carolina wrote the song forever and ever amen?
547	Who from Mississippi wrote the song forever and ever amen?
548	Who from North Carolina wrote the song forever and ever amen?
549	Who acted as harley quinn in suicide squad?
550	Who acted as harley quinn in the 2016 suicide squad?
551	Who acted as harley quinn in the Suicide Squad: Hell to Pay?
552	Who acted as harley quinn in suicide squad 2?
553	Where was in the dark tv series filmed?
554	Where was the British in the dark tv series filmed?
555	Where was the American in the dark tv series filmed?
556	Who is playing parvati role in mahadev serial?
557	Who is playing parvati role in mahadev serial 2014?
558	Who is playing parvati role in mahadev serial 2013?
559	Who is playing parvati role in mahadev serial 2012?
560	What did modern conservatives in the 1980s want to reduce?
561	What did modern conservatives in the 1980s want to reduce with respect to political ideology?
562	What did modern conservatives in the 1980s want to reduce with respect to economic policy?
563	What did modern conservatives in the 1980s want to reduce in government outlays?
564	Who is fifa and how many member countries do they have?
565	What does FIFA stand for?
566	How many member countries are in the FIFA?
567	Who is fifa?
568	how many member countries does FIFA have?
569	When did the new york rangers last win the stanley cup?
570	Which Stanley Cup was the new york rangers last win of the stanley cup?
571	On what date did the new york rangers last win the stanley cup?
572	When did the new york rangers last win the stanley cup in the 1990s?
573	When did the new york rangers last win the stanley cup in the 1940s?
574	When did the new york rangers last win the stanley cup in the 1920s?
575	What is the purpose of a traffic circle?
576	What is the purpose of a traffic circle in terms of safety?
577	What is the purpose of a traffic circle in terms of how it establishes a flow of traffic?
578	What is the purpose of a traffic circle in terms of environmental benefits?
579	When does halley's comet come back around?
580	In what year will Halley's comet come back around?
581	How often does Halley's comet come back around?
582	When is the period does halley's comet come back around?
583	When is the next time does halley's comet come back around?
584	Where did kevin durant go in the nba draft?
585	To what team did kevin durant go in the nba draft?
586	Where in the draft order did kevin durant go in the nba draft?
587	Where did kevin durant go to college during the nba draft?
588	Who plays the skin changer in the hobbit?
589	Who plays the role of skin changer in Peter Jackson's hobbit?
590	Who plays the voice of the skin changer in the hobbit 2003 video game?
591	The guy who tries to kill bugs bunny?
592	The hunting guy who tries to kill bugs bunny?
